phase,uniqueid,distractor,target,type,response,hit,rt,trialNum,initrt,stimOn,stimOff,startTime,moneyEarned,sessionNum,blockNum,blockType,intervalNum,intervalType,intervalLength
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,628.0,6.0,,1639177657727.0,1639177658355.0,1639177651761.0,0.0,0.0,4.0,Mixed,20.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,725.0,7.0,,1639177658863.0,1639177659588.0,1639177651761.0,0.0,0.0,4.0,Mixed,20.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,4.0,Mixed,20.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,858.0,1.0,,1639177692055.0,1639177692913.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,red,incongruent,red,1.0,709.0,2.0,,1639177693421.0,1639177694130.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,green,incongruent,blue,0.0,581.0,3.0,,1639177694636.0,1639177695217.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,red,incongruent,yellow,0.0,708.0,4.0,,1639177695726.0,1639177696434.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,583.0,5.0,,1639177696938.0,1639177697521.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,698.0,6.0,,1639177698023.0,1639177698721.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,522.0,7.0,,1639177699224.0,1639177699746.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,551.0,8.0,,1639177700251.0,1639177700802.0,1639177692054.0,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,1.0,Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,980.0,1.0,,1639177707085.0,1639177708065.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,393.0,2.0,,1639177708568.0,1639177708961.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,484.0,3.0,,1639177709469.0,1639177709953.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,381.0,4.0,,1639177710469.0,1639177710850.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,502.0,5.0,,1639177711355.0,1639177711857.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,green,incongruent,blue,0.0,445.0,6.0,,1639177712372.0,1639177712817.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,535.0,7.0,,1639177713322.0,1639177713857.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,green,incongruent,green,1.0,567.0,8.0,,1639177714363.0,1639177714930.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,579.0,9.0,,1639177715438.0,1639177716017.0,1639177707083.0,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,2.0,Speed_Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,965.0,1.0,,1639177722607.0,1639177723572.0,1639177722607.0,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,yellow,incongruent,yellow,1.0,494.0,2.0,,1639177724086.0,1639177724580.0,1639177722607.0,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,857.0,3.0,,1639177725097.0,1639177725954.0,1639177722607.0,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,green,incongruent,green,1.0,458.0,4.0,,1639177726471.0,1639177726929.0,1639177722607.0,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,blue,incongruent,blue,1.0,481.0,5.0,,1639177727440.0,1639177727921.0,1639177722607.0,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,524.0,6.0,,1639177728437.0,1639177728961.0,1639177722607.0,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,658.0,7.0,,1639177729472.0,1639177730130.0,1639177722607.0,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,3.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,966.0,1.0,,1639177735645.0,1639177736611.0,1639177735644.0,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,516.0,2.0,,1639177737118.0,1639177737634.0,1639177735644.0,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,641.0,3.0,,1639177738145.0,1639177738786.0,1639177735644.0,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,716.0,4.0,,1639177739302.0,1639177740018.0,1639177735644.0,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,529.0,5.0,,1639177740529.0,1639177741058.0,1639177735644.0,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,492.0,6.0,,1639177741574.0,1639177742066.0,1639177735644.0,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,613.0,7.0,,1639177742573.0,1639177743186.0,1639177735644.0,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,4.0,Speed_Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,865.0,1.0,,1639177748677.0,1639177749542.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,yellow,incongruent,yellow,1.0,571.0,2.0,,1639177750057.0,1639177750628.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,614.0,3.0,,1639177751136.0,1639177751750.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,484.0,4.0,,1639177752257.0,1639177752741.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,622.0,5.0,,1639177753255.0,1639177753877.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,547.0,6.0,,1639177754386.0,1639177754933.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,642.0,7.0,,1639177755442.0,1639177756084.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,693.0,8.0,,1639177756591.0,1639177757284.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,709.0,9.0,,1639177757791.0,1639177758500.0,1639177748676.0,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,5.0,Accuracy,10000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,826.0,1.0,,1639177764186.0,1639177765012.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,red,incongruent,yellow,0.0,762.0,2.0,,1639177765515.0,1639177766277.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,1000.0,3.0,,1639177766781.0,1639177767781.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,green,incongruent,green,1.0,819.0,4.0,,1639177768289.0,1639177769108.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,604.0,5.0,,1639177769625.0,1639177770229.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,459.0,6.0,,1639177770745.0,1639177771204.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,492.0,7.0,,1639177771720.0,1639177772212.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,398.0,8.0,,1639177772727.0,1639177773125.0,1639177764185.0,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,6.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,642.0,1.0,,1639177779218.0,1639177779860.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,637.0,2.0,,1639177780376.0,1639177781013.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,549.0,3.0,,1639177781520.0,1639177782069.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,572.0,4.0,,1639177782585.0,1639177783157.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,595.0,5.0,,1639177783666.0,1639177784261.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,1068.0,6.0,,1639177784777.0,1639177785845.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,681.0,7.0,,1639177786348.0,1639177787029.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,885.0,8.0,,1639177787536.0,1639177788421.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,554.0,9.0,,1639177788923.0,1639177789477.0,1639177779217.0,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,7.0,Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,888.0,1.0,,1639177795758.0,1639177796646.0,1639177795757.0,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,red,incongruent,red,1.0,643.0,2.0,,1639177797153.0,1639177797796.0,1639177795757.0,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,665.0,3.0,,1639177798300.0,1639177798965.0,1639177795757.0,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,584.0,4.0,,1639177799468.0,1639177800052.0,1639177795757.0,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,495.0,5.0,,1639177800565.0,1639177801060.0,1639177795757.0,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,965.0,6.0,,1639177801568.0,1639177802533.0,1639177795757.0,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,634.0,7.0,,1639177803051.0,1639177803685.0,1639177795757.0,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,8.0,Speed,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,1013.0,1.0,,1639177809806.0,1639177810819.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,yellow,incongruent,yellow,1.0,734.0,2.0,,1639177811331.0,1639177812065.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,438.0,3.0,,1639177812571.0,1639177813009.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,632.0,4.0,,1639177813513.0,1639177814145.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,green,incongruent,green,1.0,1097.0,5.0,,1639177814648.0,1639177815745.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,601.0,6.0,,1639177816248.0,1639177816849.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,666.0,7.0,,1639177817352.0,1639177818018.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,602.0,8.0,,1639177818520.0,1639177819122.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,519.0,9.0,,1639177819627.0,1639177820146.0,1639177809805.0,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,9.0,Speed_Accuracy,11000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,1278.0,1.0,,1639177826838.0,1639177828116.0,1639177826837.0,0.0,0.0,5.0,Mixed,10.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,445.0,2.0,,1639177828629.0,1639177829074.0,1639177826837.0,0.0,0.0,5.0,Mixed,10.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,568.0,3.0,,1639177829578.0,1639177830146.0,1639177826837.0,0.0,0.0,5.0,Mixed,10.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,yellow,0.0,559.0,4.0,,1639177830658.0,1639177831217.0,1639177826837.0,0.0,0.0,5.0,Mixed,10.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,955.0,5.0,,1639177831720.0,1639177832675.0,1639177826837.0,0.0,0.0,5.0,Mixed,10.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,924.0,6.0,,1639177833190.0,1639177834114.0,1639177826837.0,0.0,0.0,5.0,Mixed,10.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,10.0,Accuracy,8000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,781.0,1.0,,1639177840870.0,1639177841651.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,631.0,2.0,,1639177842155.0,1639177842786.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,575.0,3.0,,1639177843298.0,1639177843873.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,551.0,4.0,,1639177844378.0,1639177844929.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,457.0,5.0,,1639177845432.0,1639177845889.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,green,0.0,532.0,6.0,,1639177846397.0,1639177846929.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,452.0,7.0,,1639177847437.0,1639177847889.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,746.0,8.0,,1639177848392.0,1639177849138.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,562.0,9.0,,1639177849648.0,1639177850210.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,595.0,10.0,,1639177850718.0,1639177851313.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,479.0,11.0,,1639177851828.0,1639177852307.0,1639177840869.0,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,11.0,Speed,12000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,707.0,1.0,,1639177858399.0,1639177859106.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,568.0,2.0,,1639177859610.0,1639177860178.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,390.0,3.0,,1639177860683.0,1639177861073.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,714.0,4.0,,1639177861575.0,1639177862289.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,493.0,5.0,,1639177862806.0,1639177863299.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,588.0,6.0,,1639177863814.0,1639177864402.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,403.0,7.0,,1639177864910.0,1639177865313.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,535.0,8.0,,1639177865818.0,1639177866353.0,1639177858398.0,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,5.0,Mixed,12.0,Speed_Accuracy,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,red,congruent,red,1.0,665.0,1.0,,1639177872938.0,1639177873603.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,BLUE,green,incongruent,green,1.0,531.0,2.0,,1639177874112.0,1639177874643.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,533.0,3.0,,1639177875149.0,1639177875682.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,533.0,4.0,,1639177876189.0,1639177876722.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,687.0,5.0,,1639177877236.0,1639177877923.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,RED,green,incongruent,green,1.0,495.0,6.0,,1639177878435.0,1639177878930.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,519.0,7.0,,1639177879436.0,1639177879955.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
MainBlock,5f4b103ad1c4916ef2194978:TSS_DDL_092921,GREEN,green,congruent,green,1.0,568.0,8.0,,1639177880458.0,1639177881026.0,1639177872936.0,0.0,0.0,5.0,Mixed,13.0,Speed,9000.0
