"subj_idx","trialNum","rt","intervalType","blockType","isi","scaledRunningTime","response","congruency"
"5694e7b5e0c800000b5a3841",3,1.252,"Speed","Varying","ISI_1000",0.108374371920817,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,1.263,"Speed","Varying","ISI_1000",1.2257862145245,1,"congruent"
"5694e7b5e0c800000b5a3841",5,0.531,"Speed","Varying","ISI_1000",2.35138149938428,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.662,"Accuracy","Varying","ISI_1000",0.112094118400856,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.951,"Accuracy","Varying","ISI_1000",0.790575876359952,1,"congruent"
"5694e7b5e0c800000b5a3841",1,2.485,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.595,"Accuracy","Varying","ISI_1000",0.564415290373587,1,"congruent"
"5694e7b5e0c800000b5a3841",1,0.549,"Speed","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.876,"Speed","Varying","ISI_1000",-0.875870546697477,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.661,"Speed","Varying","ISI_1000",-0.0381836393927157,1,"congruent"
"5694e7b5e0c800000b5a3841",1,1.607,"Accuracy","Fixed","ISI_250",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.638,"Accuracy","Fixed","ISI_250",-0.0887721915212448,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.584,"Accuracy","Fixed","ISI_250",0.571854783333664,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.84,"Accuracy","Fixed","ISI_250",1.19230849620415,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.963,"Accuracy","Fixed","ISI_250",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.672,"Accuracy","Fixed","ISI_250",-0.567875538150256,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.54,"Accuracy","Fixed","ISI_250",0.118045712768918,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.712,"Accuracy","Fixed","ISI_250",0.705765656615065,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.202,"Accuracy","Fixed","ISI_250",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,1.091,"Accuracy","Fixed","ISI_250",-0.390071656404396,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.528,"Accuracy","Fixed","ISI_250",0.607564349542038,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.625,"Accuracy","Fixed","ISI_250",1.18635690183609,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.549,"Accuracy","Fixed","ISI_250",0.219966766321984,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,1.135,"Accuracy","Fixed","ISI_250",0.814382253832201,1,"congruent"
